Filtro almacén,Filtro zona,Nº producto,Descripción producto,Cód. unidad medida,Cantidad,Cantidad (base),Cant. a traer disponible,Cód. ubicación,ItemDescription,Cant. en ubicación ajuste
BOD-CINER1,,AAS0076,DESENGRASANTE ALTO PODER WK-093 5LT,UNIDAD,0.00,0.,0.00,UBIA01,DESENGRASANTE ALTO PODER WK-093 5LT,0.00
BOD-CINER1,,ABA0001,AZUCAR IANSA 1KG,UNIDAD,0.00,0.,0.00,UBIA01,AZUCAR IANSA 1KG,0.00
BOD-CINER1,,ABA0004,TE HIERBAS 20 UNI,UNIDAD,0.00,0.,0.00,UBIA01,TE HIERBAS 20 UNI,0.00
BOD-CINER1,,ABA0005,CAFE ECCO,UNIDAD,0.00,0.,0.00,UBIA01,CAFE ECCO,0.00
BOD-CINER1,,ABA0011,ENDULZANTE LIQUIDO ALULOSA O STEVIA,UNIDAD,0.00,0.,0.00,UBIA01,ENDULZANTE LIQUIDO ALULOSA O STEVIA,0.00
BOD-CINER1,,ABA0012,TE LIPTON 20 UNI,UNIDAD,0.00,0.,0.00,UBIA01,TE LIPTON 20 UNI,0.00
BOD-CINER1,,ABA0014,VASO POLIPAPEL 180 ML X 1000,UNIDAD,0.00,0.,0.00,UBIA01,VASO POLIPAPEL 180 ML X 1000,0.00
BOD-CINER1,,ABA0015,PAÑUELO FACIAL D/H 90 HJS. CAJA ELITE. ELITE,UNIDAD,0.00,0.,0.00,UBIA01,PAÑUELO FACIAL D/H 90 HJS. CAJA ELITE. ELITE,0.00
BOD-CINER1,,ABA0017,CAFE DESCAFEINADO NESCAFE 170 GR,UNIDAD,0.00,0.,0.00,UBIA01,CAFE DESCAFEINADO NESCAFE 170 GR,0.00
BOD-CINER1,,ABA0018,CAFE LIOFILIZADO 170 GRS,UNIDAD,0.00,0.,0.00,UBIA01,CAFE LIOFILIZADO 170 GRS,0.00
BOD-CINER1,,AEL0022,ALARGADOR 5MT,UNIDAD,0.00,0.,0.00,UBIA01,ALARGADOR 5MT,0.00
BOD-CINER1,,AEL0038,"AMARRA PLASTICA 200 X 3,6 MM",UNIDAD,0.00,0.,0.00,UBIA01,"AMARRA PLASTICA 200 X 3,6 MM",0.00
BOD-CINER1,,AEL0039,"AMARRA PLASTICA 300 X 3,6 MM BLANCA",UNIDAD,0.00,0.,0.00,UBIA01,"AMARRA PLASTICA 300 X 3,6 MM BLANCA",0.00
BOD-CINER1,,AEL0041,AMARRA PLASTICA 100 X 2.5 MM,UNIDAD,0.00,0.,0.00,UBIA01,AMARRA PLASTICA 100 X 2.5 MM,0.00
BOD-CINER1,,AES0001,ACCO-CLIP (X CAJA),UNIDAD,0.00,0.,0.00,UBIA01,ACCO-CLIP (X CAJA),0.00
BOD-CINER1,,AES0002,CORCHETES 26/6 (5000 Unid),UNIDAD,0.00,0.,0.00,UBIA01,CORCHETES 26/6 (5000 Unid),0.00
BOD-CINER1,,AES0004,SACA CORCHETES,UNIDAD,0.00,0.,0.00,UBIA01,SACA CORCHETES,0.00
BOD-CINER1,,AES0005,CUADERNO UNIVERSITARIO TAPA DURA,UNIDAD,0.00,0.,0.00,UBIA01,CUADERNO UNIVERSITARIO TAPA DURA,0.00
BOD-CINER1,,AES0007,CUADERNILLO PREPICADO 7mm,UNIDAD,0.00,0.,0.00,UBIA01,CUADERNILLO PREPICADO 7mm,0.00
BOD-CINER1,,AES0008,DESTACADOR AMARILLO,UNIDAD,0.00,0.,0.00,UBIA01,DESTACADOR AMARILLO,0.00
BOD-CINER1,,AES0009,DESTACADOR VERDE,UNIDAD,0.00,0.,0.00,UBIA01,DESTACADOR VERDE,0.00
BOD-CINER1,,AES0011,DISPENSADOR CINTA ADHESIVA,UNIDAD,0.00,0.,0.00,UBIA01,DISPENSADOR CINTA ADHESIVA,0.00
BOD-CINER1,,AES0015,FUNDAS PLASTICAS OFICIO,UNIDAD,0.00,0.,0.00,UBIA01,FUNDAS PLASTICAS OFICIO,0.00
BOD-CINER1,,AES0016,ADHESIVO MONTACK,UNIDAD,0.00,0.,0.00,UBIA01,ADHESIVO MONTACK,0.00
BOD-CINER1,,AES0025,CINTA EMBALAJE 3M ULTRA RESISTENTE (48mm x100mt 52 Micras Esp),UNIDAD,0.00,0.,0.00,UBIA01,CINTA EMBALAJE 3M ULTRA RESISTENTE (48mm x100mt 52 Micras Esp),0.00
BOD-CINER1,,AES0028,CLIP ( X KILO),UNIDAD,0.00,0.,0.00,UBIA01,CLIP ( X KILO),0.00
BOD-CINER1,,AES0029,PAPEL COPIA CARTA,UNIDAD,0.00,0.,0.00,UBIA01,PAPEL COPIA CARTA,0.00
BOD-CINER1,,AES0031,GOMA DE BORRAR,UNIDAD,0.00,0.,0.00,UBIA01,GOMA DE BORRAR,0.00
BOD-CINER1,,AES0032,LAPIZ PASTA ROJO,UNIDAD,0.00,0.,0.00,UBIA01,LAPIZ PASTA ROJO,0.00
BOD-CINER1,,AES0033,LAPIZ PASTA NEGRO,UNIDAD,0.00,0.,0.00,UBIA01,LAPIZ PASTA NEGRO,0.00
BOD-CINER1,,AES0034,LAPIZ PASTA AZUL,UNIDAD,0.00,0.,0.00,UBIA01,LAPIZ PASTA AZUL,0.00
BOD-CINER1,,AES0036,CORRECTOR LIQUIDO,UNIDAD,0.00,0.,0.00,UBIA01,CORRECTOR LIQUIDO,0.00
BOD-CINER1,,AES0037,LAPIZ GRAFITO,UNIDAD,0.00,0.,0.00,UBIA01,LAPIZ GRAFITO,0.00
BOD-CINER1,,AES0038,LIBRO ACTA 200 HJ,UNIDAD,0.00,0.,0.00,UBIA01,LIBRO ACTA 200 HJ,0.00
BOD-CINER1,,AES0042,PORTA LAPIZ REJILLA METALICO,UNIDAD,0.00,0.,0.00,UBIA01,PORTA LAPIZ REJILLA METALICO,0.00
BOD-CINER1,,AES0046,PERFORADORA MEDIANA,UNIDAD,0.00,0.,0.00,UBIA01,PERFORADORA MEDIANA,0.00
BOD-CINER1,,AES0049,PLUMON PIZARRA AZUL,UNIDAD,0.00,0.,0.00,UBIA01,PLUMON PIZARRA AZUL,0.00
BOD-CINER1,,AES0050,PLUMON PIZARRA ROJO,UNIDAD,0.00,0.,0.00,UBIA01,PLUMON PIZARRA ROJO,0.00
BOD-CINER1,,AES0051,PLUMON PERMANENTE NEGRO,UNIDAD,0.00,0.,0.00,UBIA01,PLUMON PERMANENTE NEGRO,0.00
BOD-CINER1,,AES0052,PLUMON PERMANENTE AZUL,UNIDAD,0.00,0.,0.00,UBIA01,PLUMON PERMANENTE AZUL,0.00
BOD-CINER1,,AES0053,PLUMON PIZARRA NEGRO,UNIDAD,0.00,0.,0.00,UBIA01,PLUMON PIZARRA NEGRO,0.00
BOD-CINER1,,AES0055,POST IT,UNIDAD,0.00,0.,0.00,UBIA01,POST IT,0.00
BOD-CINER1,,AES0056,SCOTCH,UNIDAD,0.00,0.,0.00,UBIA01,SCOTCH,0.00
BOD-CINER1,,AES0060,TACO APUNTE,UNIDAD,0.00,0.,0.00,UBIA01,TACO APUNTE,0.00
BOD-CINER1,,AES0063,TIJERA 7.0,UNIDAD,0.00,0.,0.00,UBIA01,TIJERA 7.0,0.00
BOD-CINER1,,AES0065,TINTA TAMPON NEGRO,UNIDAD,0.00,0.,0.00,UBIA01,TINTA TAMPON NEGRO,0.00
BOD-CINER1,,AES0072,CUCHILLO CARTONERO,UNIDAD,0.00,0.,0.00,UBIA01,CUCHILLO CARTONERO,0.00
BOD-CINER1,,AES0073,CALCULADORA,UNIDAD,0.00,0.,0.00,UBIA01,CALCULADORA,0.00
BOD-CINER1,,AES0074,REPUESTO CUCHILLO CARTONERO GRANDE 18X100MM,UNIDAD,0.00,0.,0.00,UBIA01,REPUESTO CUCHILLO CARTONERO GRANDE 18X100MM,0.00
BOD-CINER1,,AES0076,ELASTICOS KG.,UNIDAD,0.00,0.,0.00,UBIA01,ELASTICOS KG.,0.00
BOD-CINER1,,AES0083,CORCHETERA MEDIANA,UNIDAD,0.00,0.,0.00,UBIA01,CORCHETERA MEDIANA,0.00
BOD-CINER1,,AES0084,ANOTADOR CON APRETADOR,UNIDAD,0.00,0.,0.00,UBIA01,ANOTADOR CON APRETADOR,0.00
BOD-CINER1,,AES0085,ADHESIVO EN BARRA,UNIDAD,0.00,0.,0.00,UBIA01,ADHESIVO EN BARRA,0.00
BOD-CINER1,,AES0086,SACAPUNTA METALICO,UNIDAD,0.00,0.,0.00,UBIA01,SACAPUNTA METALICO,0.00
BOD-CINER1,,AES0087,SEPARADOR ALFABETICO INDICE A - Z,UNIDAD,0.00,0.,0.00,UBIA01,SEPARADOR ALFABETICO INDICE A - Z,0.00
BOD-CINER1,,AES0091,PORTAMINA 0.7MM,UNIDAD,0.00,0.,0.00,UBIA01,PORTAMINA 0.7MM,0.00
BOD-CINER1,,AES0092,MINAS 0.7MM,UNIDAD,0.00,0.,0.00,UBIA01,MINAS 0.7MM,0.00
BOD-CINER1,,AES0093,ARCHIVADOR CARTA,UNIDAD,0.00,0.,0.00,UBIA01,ARCHIVADOR CARTA,0.00
BOD-CINER1,,AES0094,BANDEJA ESCRITORIO DOBLE NEGRA,UNIDAD,0.00,0.,0.00,UBIA01,BANDEJA ESCRITORIO DOBLE NEGRA,0.00
BOD-CINER1,,AES0099,ETIQUETA JET/LASER ADETEC 66X25 MM 1500 UNI,UNIDAD,0.00,0.,0.00,UBIA01,ETIQUETA JET/LASER ADETEC 66X25 MM 1500 UNI,0.00
BOD-CINER1,,AES0101,ANOTADOR DOBLE CON APRETADOR,UNIDAD,0.00,0.,0.00,UBIA01,ANOTADOR DOBLE CON APRETADOR,0.00
BOD-CINER1,,AES0102,PILA ALCALINA AA SET X 4,UNIDAD,0.00,0.,0.00,UBIA01,PILA ALCALINA AA SET X 4,0.00
BOD-CINER1,,AES0103,PILA ALCALINA AAA SET X 4,UNIDAD,0.00,0.,0.00,UBIA01,PILA ALCALINA AAA SET X 4,0.00
BOD-CINER1,,AES081,HUELLERO DACTILAR,UNIDAD,0.00,0.,0.00,UBIA01,HUELLERO DACTILAR,0.00
BOD-CINER1,,AESAPR0001,APRETADOR DOBLECLIP (25MM) 12 UND,UNIDAD,0.00,0.,0.00,UBIA01,APRETADOR DOBLECLIP (25MM) 12 UND,0.00
BOD-CINER1,,AESAPR0002,APRETADOR DOBLECLIP (32MM) 12 UND,UNIDAD,0.00,0.,0.00,UBIA01,APRETADOR DOBLECLIP (32MM) 12 UND,0.00
BOD-CINER1,,AESAPR0003,APRETADOR DOBLECLIP (51MM) 12 UND,UNIDAD,0.00,0.,0.00,UBIA01,APRETADOR DOBLECLIP (51MM) 12 UND,0.00
BOD-CINER1,,AESARC0001,ARCHIVADOR OFICIO LOMO ANCHO,UNIDAD,0.00,0.,0.00,UBIA01,ARCHIVADOR OFICIO LOMO ANCHO,0.00
BOD-CINER1,,AESDED0001,DEDOS DE GOMA,UNIDAD,0.00,0.,0.00,UBIA01,DEDOS DE GOMA,0.00
BOD-CINER1,,ANF0006,ANFORA YENDO A CASA,UNIDAD,8.00,8.,8.00,UBIA01,ANFORA YENDO A CASA,0.00
BOD-CINER1,,ANF0007,ANFORA YENDO A CASA PARVULO,UNIDAD,8.00,8.,8.00,UBIA01,ANFORA YENDO A CASA PARVULO,0.00
BOD-CINER1,,ANF0008,ANFORA YENDO A CASA MINI,UNIDAD,10.00,10.,10.00,UBIA01,ANFORA YENDO A CASA MINI,0.00
BOD-CINER1,,ANF0011,ANFORA PLATA CLASICA PARVULO,UNIDAD,10.00,10.,10.00,UBIA01,ANFORA PLATA CLASICA PARVULO,0.00
BOD-CINER1,,ANF0012,ANFORA ARBOL DE LA VIDA PARVULO,UNIDAD,3.00,3.,3.00,UBIA01,ANFORA ARBOL DE LA VIDA PARVULO,0.00
BOD-CINER1,,ANF0013,ANFORA SAL,UNIDAD,7.00,7.,7.00,UBIA01,ANFORA SAL,0.00
BOD-CINER1,,ANF0014,ANFORA ARENA,UNIDAD,6.00,6.,6.00,UBIA01,ANFORA ARENA,0.00
BOD-CINER1,,ANF0015,ANFORA ARBOL DE LA VIDA MINI,UNIDAD,2.00,2.,2.00,UBIA01,ANFORA ARBOL DE LA VIDA MINI,0.00
BOD-CINER1,,ANF0016,ANFORA ONIX COLUMBARIO,UNIDAD,2.00,2.,2.00,UBIA01,ANFORA ONIX COLUMBARIO,0.00
BOD-CINER1,,ANF0030,ANFORA PLATA CLASICA MINI,UNIDAD,10.00,10.,10.00,UBIA01,ANFORA PLATA CLASICA MINI,0.00
BOD-CINER1,,ANF0032,ANFORA ONIX MINI,UNIDAD,14.00,14.,14.00,UBIA01,ANFORA ONIX MINI,0.00
BOD-CINER1,,ANF0039,ANFORA ONIX,UNIDAD,7.00,7.,7.00,UBIA01,ANFORA ONIX,0.00
BOD-CINER1,,ANF0040,ANFORA PLATA ATENEA MINI,UNIDAD,40.00,40.,40.00,UBIA01,ANFORA PLATA ATENEA MINI,0.00
BOD-CINER1,,ANF0044,ANFORA SAL PARVULO (DESCONTINUADO),UNIDAD,7.00,7.,7.00,UBIA01,ANFORA SAL PARVULO (DESCONTINUADO),0.00
BOD-CINER1,,ANF0057,ANFORA MADRE PERLA,UNIDAD,15.00,15.,15.00,UBIA01,ANFORA MADRE PERLA,0.00
BOD-CINER1,,ANF0058,ANFORA MADRE PERLA MINI,UNIDAD,10.00,10.,10.00,UBIA01,ANFORA MADRE PERLA MINI,0.00
BOD-CINER1,,ANF0067,ANFORA A270 NIRVANA ADIEU MIDNIGHT,UNIDAD,8.00,8.,8.00,UBIA01,ANFORA A270 NIRVANA™ ADIEU STANDARD MIDNIGHT & POL SILVER | VOL. 3.3 LT,0.00
BOD-CINER1,,ANF0071,ANFORA YENDO A CASA COLUMBARIO,UNIDAD,3.00,3.,3.00,UBIA01,ANFORA YENDO A CASA COLUMBARIO,0.00
BOD-CINER1,,ANF0072,ANFORA SILVER PEARLY,UNIDAD,5.00,5.,5.00,UBIA01,ANFORA SILVER PEARLY,0.00
BOD-CINER1,,ANF0073,ANFORA PLATA ATENEA,UNIDAD,75.00,75.,75.00,UBIA01,ANFORA ATENEA PLATA,0.00
BOD-CINER1,,ANF0078,ANFORA ATENEA DORADA,UNIDAD,18.00,18.,18.00,UBIA01,ANFORA ATENEA DORADA,0.00
BOD-CINER1,,ANF0086,MINERAL JASPE ROJO MJ9154R,UNIDAD,4.00,4.,4.00,UBIA01,MINERAL JASPE ROJO MJ9154R,0.00
BOD-CINER1,,ANF0087,MINERAL HEMATITE GRIS MH9152G,UNIDAD,4.00,4.,4.00,UBIA01,MINERAL HEMATITE GRIS MH9152G,0.00
BOD-CINER1,,ANF0088,MINERAL CUARZO VERDE MC9151V,UNIDAD,4.00,4.,4.00,UBIA01,MINERAL CUARZO VERDE MC9151V,0.00
BOD-CINER1,,ANF0089,MINERAL CUARZO ROSA MC9151R,UNIDAD,3.00,3.,3.00,UBIA01,MINERAL CUARZO ROSA MC9151R,0.00
BOD-CINER1,,ANF0090,MINERAL CUARZO BLANCO MC9151B,UNIDAD,5.00,5.,5.00,UBIA01,MINERAL CUARZO BLANCO MC9151B,0.00
BOD-CINER1,,ANF0091,MINERAL AMATISTA VIOLETA MA9150V,UNIDAD,3.00,3.,3.00,UBIA01,MINERAL AMATISTA VIOLETA MA9150V,0.00
BOD-CINER1,,ANF0092,ANFORA NO ME OLVIDES (DESCONTINUADO),UNIDAD,10.00,10.,10.00,UBIA01,ANFORA NO ME OLVIDES (DESCONTINUADO),0.00
BOD-CINER1,,ANF0102,ANFORA DORADA HOJAS DE ROBLE,UNIDAD,1.00,1.,1.00,UBIA01,ANFORA DORADA HOJAS DE ROBLE,0.00
BOD-CINER1,,ANF0104,ANFORA DE ACERO INOXIDABLE MINI,UNIDAD,4.00,4.,4.00,UBIA01,ANFORA DE ACERO INOXIDABLE MINI,0.00
BOD-CINER1,,ANF0108,ANFORA YENDO A CASA TAPA REDONDA (DESCONTINUADO),UNIDAD,12.00,12.,12.00,UBIA01,ANFORA YENDO A CASA TAPA REDONDA (DESCONTINUADO),0.00
BOD-CINER1,,ANF0110,ANFORA YENDO A CASA CONO PARVULO,UNIDAD,2.00,2.,2.00,UBIA01,ANFORA YENDO A CASA CONO PARVULO,0.00
BOD-CINER1,,ANF0111,ANFORA MADRE PERLA CIRCULAR PARVULO (DESCONTINUADO),UNIDAD,2.00,2.,2.00,UBIA01,ANFORA MADRE PERLA CIRCULAR PARVULO (DESCONTINUADO),0.00
BOD-CINER1,,ANF0112,ANFORA ARABICA,UNIDAD,4.00,4.,4.00,UBIA01,ANFORA ARABICA,0.00
BOD-CINER1,,ANF0120,ANFORA GOLDEN CARVED,UNIDAD,19.00,19.,19.00,UBIA01,ANFORA GOLDEN CARVED,0.00
BOD-CINER1,,ANF0121,ANFORA SILVER CARVED,UNIDAD,26.00,26.,26.00,UBIA01,ANFORA SILVER CARVED,0.00
BOD-CINER1,,ANF0124,ANFORA YENDO AL JARDIN (DESCONTINUADO),UNIDAD,39.00,39.,39.00,UBIA01,ANFORA YENDO AL JARDIN (DESCONTINUADO),0.00
BOD-CINER1,,ANF0128,ANFORA WOOD MINI (DESCONTINUADO),UNIDAD,13.00,13.,13.00,UBIA01,ANFORA WOOD MINI (DESCONTINUADO),0.00
BOD-CINER1,,ANF0130,ANFORA DORADA CLASICA,UNIDAD,8.00,8.,8.00,UBIA01,ANFORA DORADA CLASICA,0.00
BOD-CINER1,,ANF0132,ANFORA PLATA CLASICA BRASS,UNIDAD,11.00,11.,11.00,UBIA01,ANFORA PLATA CLASICA,0.00
BOD-CINER1,,ANF0133,ANFORA ARABICA GRECO MINI,UNIDAD,15.00,15.,15.00,UBIA01,ANFORA ARABICA GRECO MINI,0.00
BOD-CINER1,,ANF0134,ANFORA COBRE PARVULO,UNIDAD,4.00,4.,4.00,UBIA01,ANFORA COBRE PARVULO,0.00
BOD-CINER1,,ANF0135,ANFORA COBRE MINI,UNIDAD,5.00,5.,5.00,UBIA01,ANFORA COBRE MINI,0.00
BOD-CINER1,,ANF0140,ANFORA ATENEA DORADA MINI,UNIDAD,35.00,35.,35.00,UBIA01,ANFORA ATENEA DORADA MINI,0.00
BOD-CINER1,,ANF0141,ANFORA CLASICA DORADA MINI,UNIDAD,24.00,24.,24.00,UBIA01,ANFORA CLASICA DORADA MINI,0.00
BOD-CINER1,,ANF0151,ANFORA ECO HIDRA VERDE (DESCONTINUADO),UNIDAD,21.00,21.,21.00,UBIA01,ANFORA ECO HIDRA VERDE (DESCONTINUADO),0.00
BOD-CINER1,,ANF0159,ANFORA CLASICA DORADA PARVULO,UNIDAD,5.00,5.,5.00,UBIA01,ANFORA CLASICA DORADA PARVULO,0.00
BOD-CINER1,,ANF0160,ANFORA ATENEA PLATA PARVULO,UNIDAD,6.00,6.,6.00,UBIA01,ANFORA ATENEA PLATA PARVULO,0.00
BOD-CINER1,,ANF0161,ANFORA ATENEA DORADA PARVULO,UNIDAD,5.00,5.,5.00,UBIA01,ANFORA ATENEA DORADA PARVULO,0.00
BOD-CINER1,,ANF0162,ANFORA MADRE PERLA PARVULO,UNIDAD,4.00,4.,4.00,UBIA01,ANFORA MADRE PERLA PARVULO,0.00
BOD-CINER1,,ANF0168,COFRE BASE (DESCONTINUADO),UNIDAD,37.00,37.,37.00,UBIA01,COFRE BASE (DESCONTINUADO),0.00
BOD-CINER1,,ANF0171,ANFORA TUBO ALUMINIO (DESCONTINUADO),UNIDAD,8.00,8.,8.00,UBIA01,ANFORA TUBO ALUMINIO (DESCONTINUADO),0.00
BOD-CINER1,,ANF0173,ANFORA ARABICA GRECO PARVULO,UNIDAD,4.00,4.,4.00,UBIA01,ANFORA ARABICA GRECO PARVULO,0.00
BOD-CINER1,,ANF0176,ANFORA YENDO AL JARDIN TAPA OVALADA (DESCONTINUADO),UNIDAD,19.00,19.,19.00,UBIA01,ANFORA YENDO AL JARDIN TAPA OVALADA (DESCONTINUADO),0.00
BOD-CINER1,,ANF0177,ANFORA MADRE PERLA TEALIGHT,UNIDAD,8.00,8.,8.00,UBIA01,ANFORA MADRE PERLA TEALIGHT,0.00
BOD-CINER1,,ANF0178,ANFORA YENDO AL JARDIN ROSA TEALIGHT,UNIDAD,4.00,4.,4.00,UBIA01,ANFORA YENDO AL JARDIN ROSA TEALIGHT,0.00
BOD-CINER1,,ANF0179,ANFORA SILVER GRABADA TEALIGHT (DESCONTINUADO),UNIDAD,5.00,5.,5.00,UBIA01,ANFORA SILVER GRABADA TEALIGHT (DESCONTINUADO),0.00
BOD-CINER1,,ANF0180,ANFORA CALA TEALIGHT (DESCONTINUADO),UNIDAD,4.00,4.,4.00,UBIA01,ANFORA CALA TEALIGHT (DESCONTINUADO),0.00
BOD-CINER1,,ANF0183,ANFORA PLATINO GRABADO MINI (DESCONTINUADO),UNIDAD,6.00,6.,6.00,UBIA01,ANFORA PLATINO GRABADO MINI (DESCONTINUADO),0.00
BOD-CINER1,,ANF0184,ANFORA ONIX GRIS MINI (DESCONTINUADO),UNIDAD,9.00,9.,9.00,UBIA01,ANFORA ONIX GRIS MINI (DESCONTINUADO),0.00
BOD-CINER1,,ANF0187,ANFORA ECO CHROMA ANTRACITA INFINITO (DESCONTINUADO),UNIDAD,1.00,1.,1.00,UBIA01,ANFORA ECO CHROMA ANTRACITA INFINITO (DESCONTINUADO),0.00
